Hired in Q1 2023?,Company Name,Location City,Location State,Description,Website,Industry,Company Size
,"Crunchy Bananas, LLC",Asheville,North Carolina,"We’re crazy enough to believe that quality software is the expression of a quality conversation with you, our client; that good ideas evolve; and that well-crafted code brings those ideas to life.

We approach each client as a unique relationship, working together to determine how we can best help you achieve your dreams and goals. Whether that means creating beautiful software applications from scratch, stepping in for team augmentation and training, or performing code review and becoming an advisor to your team; Crunchy Bananas is your one stop shop for all development needs. 
",https://crunchybananas.com/,Computer Software,1-100
,Crux Digital LLC,Denver,Colorado,"We build complex, mission critical software for large enterprises.",http://cruxdigital.com,Consultancy,1-100
,Cultivate Labs,Chicago,Illinois,"Cultivate's mission is to to help organizations leverage the untapped knowledge, experience, and wisdom of their people to improve the outcome of their most important decisions.",https://www.cultivatelabs.com,Computer Software,1-100
,Cultivator Advertising and Design,Denver,Colorado,Cultivator is an agency focused on craft. We help small brands grow and help large brands remain authentic.,https://cultivatorads.com/,Marketing/Advertising,1-100
,Curse (subsidiary of Twitch.tv and Amazon),Huntsville,Alabama,"To Curse users, gaming is more than a hobby; it's a lifestyle. We create sites, tournaments, and tools to enrich the largest and most passionate gaming communities.",https://www.curse.com/,Gaming,1-100
,Cuttlesoft,Denver,Colorado,A creative product development agency,https://www.cuttlesoft.com/,Information Technology,1-100
,CVS/Aetna,Denver,Colorado,"Here at Aetna, a CVS Health business, we are building a healthier world by making healthcare easy, affordable and all about you. Follow our LinkedIn page for company news, industry commentary, jobs and more.",https://www.aetna.com/,Medtech/Healthcare,2000+
,Cyber Group,Dallas,Texas,"Based in Texas, Cyber Group is one of the fastest growing software service companies in the region with 225+ strong team members in Dallas, Texas and New Delhi, India. The company offers solutions that are tailored to the needs of individual clients utilizing expertise in customer experience & CRM, application development & integration, production support & quality assurance, and data analytics & AI. Cyber Group’s mission is to grow talent and develop life-long relationships with its customers. The company has been featured on INC 5000 and The Best Places To Work in recent years.",http://www.cygrp.com,Information Technology,100-500
,CyberGRX,Denver,Colorado,"CyberGRX provides enterprises and their third parties with the most cost-effective and scalable approach to third-party cyber risk management today. Built on the market's first third-party cyber risk Exchange, CyberGRX arms organizations with a dynamic stream of third party-data and  advanced analytics so they can efficiently manage, monitor and mitigate risk in their partner ecosystems.  Based in Denver, CO, CyberGRX was designed with partners including ADP, Aetna, Blackstone and Mass Mutual, and is backed by Allegis Capital, Bessemer Venture Partners, Blackstone, ClearSky, GV (formerly Google Ventures), MassMutual Ventures, Rally Ventures and TenEleven Ventures.",http://www.cybergrx.com,Security,100-500
,DagonIT,Denver,Colorado,"DagonIT knows the technology that runs today’s business market. DagonIT fills a void in the market by offering industry leading design and development services, technology support and multimedia content.",https://www.dagonit.com/,Information Technology,1-100
,Dartmouth College,Hanover,New Hampshire,Ivy League research university,https://home.dartmouth.edu/,EdTech/Education,2000+
,Datably,Chattanooga,Tennessee,Custom software integrations to automate existing workflows.,https://www.datably.io/,Computer Software,1-100
,Datadog,New York,New York,"Datadog is the essential monitoring platform for cloud applications. We bring together data from servers, containers, databases, and third-party services to make your stack entirely observable. These capabilities help DevOps teams avoid downtime, resolve performance issues, and ensure customers are getting the best user experience.",http://datadoghq.com,Security,500-2000
,DaVita,Multiple,Multiple,"DaVita Inc. is a Fortune 500® health care provider focused on transforming care delivery to improve quality of life for patients around the globe. The company is the largest provider of kidney care services in the U.S. and has been a leader in clinical quality and innovation for 20 years. DaVita proudly provides life-saving kidney care for more than 200,000 patients at 2,664 outpatient dialysis centers in the United States. The company also operates 241 outpatient dialysis centers in nine countries across the world.
",https://careers.davita.com,Medtech/Healthcare,2000+
